Product Name,Category,Unit Price,Cost Price,Competitor Price,Quantity Sold,Revenue,Inventory,Season,Date
Wireless Noise-Canceling Headphones,Electronics,8039.3,4500,8286.65,2,16078.6,155.0,Fall,2025-10-15
Classic Denim Jacket,Apparel,2449.89,1200,2318.76,6,14699.34,316.0,Fall,2025-10-15
Ceramic Essential Oil Diffuser,Home Goods,1723.12,800,1934.85,2,3446.24,220.0,Fall,2025-10-15
UltraHD 4K Smart TV,Electronics,44066.32,32000,43262.29,7,308464.24,87.0,Fall,2025-10-16
Wireless Noise-Canceling Headphones,Electronics,8066.61,4500,8424.5,1,8066.61,162.0,Fall,2025-10-16
Classic Denim Jacket,Apparel,2383.42,1200,2345.21,3,7150.26,321.0,Fall,2025-10-16
Ergonomic Office Chair,Home Goods,11241.77,6000,10808.22,4,44967.08,108.0,Fall,2025-10-16
Ceramic Essential Oil Diffuser,Home Goods,1824.68,800,1954.1,2,3649.36,229.0,Fall,2025-10-16
UltraHD 4K Smart TV,Electronics,44114.37,32000,43752.29,4,176457.48,93.0,Fall,2025-10-17
Classic Denim Jacket,Apparel,2499.17,1200,2358.58,2,4998.34,326.0,Fall,2025-10-17
Waterproof Hiking Boots,Apparel,4299.45,2200,4793.49,11,47293.95,82.0,Fall,2025-10-17
Ergonomic Office Chair,Home Goods,10501.54,6000,10311.98,6,63009.24,102.0,Fall,2025-10-17
Ceramic Essential Oil Diffuser,Home Goods,1861.08,800,1872.6,5,9305.4,235.0,Fall,2025-10-17
Wireless Noise-Canceling Headphones,Electronics,7681.51,4500,8108.31,3,23044.53,167.0,Fall,2025-10-18
Waterproof Hiking Boots,Apparel,4630.02,2200,4847.34,3,13890.06,79.0,Fall,2025-10-18
Ergonomic Office Chair,Home Goods,11479.95,6000,10647.12,1,11479.95,110.0,Fall,2025-10-18
Ceramic Essential Oil Diffuser,Home Goods,1811.63,800,2017.11,10,18116.3,232.0,Fall,2025-10-18
UltraHD 4K Smart TV,Electronics,43376.02,32000,43625.06,5,216880.1,88.0,Fall,2025-10-19
Wireless Noise-Canceling Headphones,Electronics,7703.68,4500,8315.53,10,77036.8,165.0,Fall,2025-10-19
Classic Denim Jacket,Apparel,2570.46,1200,2427.68,1,2570.46,329.0,Fall,2025-10-19
Waterproof Hiking Boots,Apparel,4448.3,2200,4837.55,3,13344.9,77.0,Fall,2025-10-19
Ergonomic Office Chair,Home Goods,11297.86,6000,10082.42,6,67787.16,112.0,Fall,2025-10-19
Ceramic Essential Oil Diffuser,Home Goods,1809.37,800,1936.86,2,3618.74,238.0,Fall,2025-10-19
UltraHD 4K Smart TV,Electronics,44875.27,32000,45853.36,1,44875.27,90.0,Fall,2025-10-20
Wireless Noise-Canceling Headphones,Electronics,8086.2,4500,8065.72,8,64689.6,164.0,Fall,2025-10-20
Classic Denim Jacket,Apparel,2559.65,1200,2364.6,4,10238.6,336.0,Fall,2025-10-20
Ergonomic Office Chair,Home Goods,11429.24,6000,10321.42,3,34287.72,117.0,Fall,2025-10-20
Wireless Noise-Canceling Headphones,Electronics,7679.89,4500,8323.36,6,46079.34,163.0,Fall,2025-10-21
Classic Denim Jacket,Apparel,2379.83,1200,2327.88,3,7139.49,341.0,Fall,2025-10-21
Ergonomic Office Chair,Home Goods,11446.67,6000,10304.01,8,91573.36,112.0,Fall,2025-10-21
Ceramic Essential Oil Diffuser,Home Goods,1781.58,800,1990.92,8,14252.64,241.0,Fall,2025-10-21
UltraHD 4K Smart TV,Electronics,43739.12,32000,43188.21,6,262434.72,88.0,Fall,2025-10-22
Wireless Noise-Canceling Headphones,Electronics,7906.06,4500,8113.23,5,39530.3,163.0,Fall,2025-10-22
Classic Denim Jacket,Apparel,2458.02,1200,2369.63,7,17206.14,343.0,Fall,2025-10-22
Waterproof Hiking Boots,Apparel,4563.84,2200,4726.56,5,22819.2,75.0,Fall,2025-10-22
Ergonomic Office Chair,Home Goods,11417.18,6000,10647.49,7,79920.26,105.0,Fall,2025-10-22
Ceramic Essential Oil Diffuser,Home Goods,1762.41,800,1904.31,4,7049.64,244.0,Fall,2025-10-22
UltraHD 4K Smart TV,Electronics,43777.06,32000,43597.91,7,306439.42,92.0,Fall,2025-10-23
Wireless Noise-Canceling Headphones,Electronics,8366.23,4500,8490.43,5,41831.15,165.0,Fall,2025-10-23
Waterproof Hiking Boots,Apparel,4708.25,2200,4540.43,9,42374.25,66.0,Fall,2025-10-23
Ergonomic Office Chair,Home Goods,10665.42,6000,10198.27,8,85323.36,106.0,Fall,2025-10-23
Ceramic Essential Oil Diffuser,Home Goods,1759.72,800,2025.14,10,17597.2,241.0,Fall,2025-10-23
Wireless Noise-Canceling Headphones,Electronics,8114.26,4500,8403.27,4,32457.04,166.0,Fall,2025-10-24
Classic Denim Jacket,Apparel,2492.5,1200,2474.91,9,22432.5,335.0,Fall,2025-10-24
Waterproof Hiking Boots,Apparel,4693.77,2200,4698.99,9,42243.93,67.0,Fall,2025-10-24
Ergonomic Office Chair,Home Goods,10907.21,6000,10333.61,2,21814.42,113.0,Fall,2025-10-24
Ceramic Essential Oil Diffuser,Home Goods,1723.72,800,1914.85,7,12066.04,235.0,Fall,2025-10-24
UltraHD 4K Smart TV,Electronics,43561.39,32000,44352.61,3,130684.17,94.0,Fall,2025-10-25
Wireless Noise-Canceling Headphones,Electronics,7767.35,4500,7904.79,1,7767.35,165.0,Fall,2025-10-25
Ceramic Essential Oil Diffuser,Home Goods,1882.91,800,1902.72,3,5648.73,243.0,Fall,2025-10-25
Waterproof Hiking Boots,Apparel,4391.79,2200,4676.31,3,13175.37,70.0,Fall,2025-10-26
Ergonomic Office Chair,Home Goods,11134.58,6000,10904.19,4,44538.32,120.0,Fall,2025-10-26
Waterproof Hiking Boots,Apparel,4714.79,2200,4796.75,8,37718.32,65.0,Fall,2025-10-27
Ergonomic Office Chair,Home Goods,11154.68,6000,10639.94,4,44618.72,123.0,Fall,2025-10-27
Wireless Noise-Canceling Headphones,Electronics,8268.33,4500,8386.58,5,41341.65,167.0,Fall,2025-10-28
Waterproof Hiking Boots,Apparel,4506.61,2200,4815.91,7,31546.27,62.0,Fall,2025-10-28
Ergonomic Office Chair,Home Goods,10893.04,6000,10831.5,4,43572.16,127.0,Fall,2025-10-28
Ceramic Essential Oil Diffuser,Home Goods,1888.22,800,2020.96,1,1888.22,250.0,Fall,2025-10-28
Wireless Noise-Canceling Headphones,Electronics,7913.97,4500,8366.8,3,23741.91,166.0,Fall,2025-10-29
Waterproof Hiking Boots,Apparel,4435.7,2200,4808.12,4,17742.8,61.0,Fall,2025-10-29
Ergonomic Office Chair,Home Goods,10907.16,6000,10791.71,1,10907.16,135.0,Fall,2025-10-29
Wireless Noise-Canceling Headphones,Electronics,8271.85,4500,8365.16,5,41359.25,170.0,Fall,2025-10-30
Waterproof Hiking Boots,Apparel,4580.8,2200,4596.56,4,18323.2,61.0,Fall,2025-10-30
Ceramic Essential Oil Diffuser,Home Goods,1786.95,800,1922.91,3,5360.85,249.0,Fall,2025-10-30
UltraHD 4K Smart TV,Electronics,44685.46,32000,45937.38,8,357483.68,90.0,Fall,2025-10-31
Wireless Noise-Canceling Headphones,Electronics,8224.29,4500,8184.48,2,16448.58,171.0,Fall,2025-10-31
Classic Denim Jacket,Apparel,2438.83,1200,2360.77,7,17071.81,339.0,Fall,2025-10-31
Waterproof Hiking Boots,Apparel,4438.96,2200,4623.01,3,13316.88,62.0,Fall,2025-10-31
Ergonomic Office Chair,Home Goods,10554.56,6000,10774.47,4,42218.24,132.0,Fall,2025-10-31
UltraHD 4K Smart TV,Electronics,46461.55,32000,44555.75,1,46461.55,95.0,Fall,2025-11-01
Wireless Noise-Canceling Headphones,Electronics,7832.02,4500,8482.74,6,46992.12,173.0,Fall,2025-11-01
Classic Denim Jacket,Apparel,2479.14,1200,2404.32,5,12395.7,342.0,Fall,2025-11-01
Ergonomic Office Chair,Home Goods,10784.62,6000,10335.31,3,32353.86,131.0,Fall,2025-11-01
Ceramic Essential Oil Diffuser,Home Goods,1744.4,800,1920.37,3,5233.2,249.0,Fall,2025-11-01
Classic Denim Jacket,Apparel,2450.73,1200,2366.46,9,22056.57,343.0,Fall,2025-11-02
Waterproof Hiking Boots,Apparel,4331.41,2200,4638.7,7,30319.87,58.0,Fall,2025-11-02
UltraHD 4K Smart TV,Electronics,45407.87,32000,45073.21,7,317855.09,97.0,Fall,2025-11-03
Classic Denim Jacket,Apparel,2570.16,1200,2416.08,5,12850.8,346.0,Fall,2025-11-03
Waterproof Hiking Boots,Apparel,4702.14,2200,4749.69,5,23510.7,57.0,Fall,2025-11-03
Ergonomic Office Chair,Home Goods,11015.24,6000,10507.47,4,44060.96,127.0,Fall,2025-11-03
Wireless Noise-Canceling Headphones,Electronics,8171.46,4500,8174.89,1,8171.46,178.0,Fall,2025-11-04
Classic Denim Jacket,Apparel,2587.62,1200,2370.16,2,5175.24,354.0,Fall,2025-11-04
Waterproof Hiking Boots,Apparel,4338.98,2200,4592.24,4,17355.92,56.0,Fall,2025-11-04
Ergonomic Office Chair,Home Goods,10580.76,6000,10722.36,7,74065.32,120.0,Fall,2025-11-04
Ceramic Essential Oil Diffuser,Home Goods,1796.85,800,1951.04,5,8984.25,245.0,Fall,2025-11-04
UltraHD 4K Smart TV,Electronics,46269.77,32000,43162.8,1,46269.77,97.0,Fall,2025-11-05
Wireless Noise-Canceling Headphones,Electronics,7787.98,4500,8334.4,3,23363.94,180.0,Fall,2025-11-05
Classic Denim Jacket,Apparel,2616.76,1200,2313.92,1,2616.76,357.0,Fall,2025-11-05
Ceramic Essential Oil Diffuser,Home Goods,1854.0,800,1958.22,10,18540.0,238.0,Fall,2025-11-05
UltraHD 4K Smart TV,Electronics,45562.63,32000,43846.92,6,273375.78,93.0,Fall,2025-11-06
Wireless Noise-Canceling Headphones,Electronics,7656.71,4500,8077.24,8,61253.68,174.0,Fall,2025-11-06
Ergonomic Office Chair,Home Goods,10722.26,6000,10216.76,1,10722.26,119.0,Fall,2025-11-06
Ceramic Essential Oil Diffuser,Home Goods,1780.32,800,1901.86,1,1780.32,242.0,Fall,2025-11-06
UltraHD 4K Smart TV,Electronics,46047.15,32000,44160.12,6,276282.9,94.0,Fall,2025-11-07
Classic Denim Jacket,Apparel,2483.19,1200,2435.61,5,12415.95,362.0,Fall,2025-11-07
Waterproof Hiking Boots,Apparel,4443.26,2200,4867.11,5,22216.3,56.0,Fall,2025-11-07
Ceramic Essential Oil Diffuser,Home Goods,1850.58,800,1994.5,9,16655.22,236.0,Fall,2025-11-07
UltraHD 4K Smart TV,Electronics,43993.44,32000,44257.99,9,395940.96,92.0,Fall,2025-11-08
Wireless Noise-Canceling Headphones,Electronics,8014.96,4500,7989.66,6,48089.76,177.0,Fall,2025-11-08
Classic Denim Jacket,Apparel,2475.9,1200,2445.67,4,9903.6,366.0,Fall,2025-11-08
Waterproof Hiking Boots,Apparel,4508.87,2200,4539.84,3,13526.61,62.0,Fall,2025-11-08
Ergonomic Office Chair,Home Goods,11264.18,6000,10609.79,7,78849.26,121.0,Fall,2025-11-08
Ceramic Essential Oil Diffuser,Home Goods,1735.91,800,1964.88,7,12151.37,232.0,Fall,2025-11-08
UltraHD 4K Smart TV,Electronics,43164.3,32000,44852.6,4,172657.2,90.0,Fall,2025-11-09
Wireless Noise-Canceling Headphones,Electronics,7813.92,4500,7881.91,3,23441.76,179.0,Fall,2025-11-09
Classic Denim Jacket,Apparel,2544.01,1200,2439.67,6,15264.06,368.0,Fall,2025-11-09
Waterproof Hiking Boots,Apparel,4387.29,2200,4512.76,4,17549.16,58.0,Fall,2025-11-09
Ergonomic Office Chair,Home Goods,10943.99,6000,10594.3,6,65663.94,,Fall,2025-11-09
UltraHD 4K Smart TV,Electronics,45394.14,32000,45216.06,9,408547.26,92.0,Fall,2025-11-10
Wireless Noise-Canceling Headphones,Electronics,7908.49,4500,8486.19,10,79084.9,172.0,Fall,2025-11-10
Waterproof Hiking Boots,Apparel,4601.58,2200,4744.09,6,27609.48,57.0,Fall,2025-11-10
Ergonomic Office Chair,Home Goods,10459.15,6000,10444.21,3,31377.45,117.0,Fall,2025-11-10
Wireless Noise-Canceling Headphones,Electronics,7806.97,4500,8156.97,10,78069.7,172.0,Fall,2025-11-11
Classic Denim Jacket,Apparel,2522.36,1200,2421.75,8,20178.88,368.0,Fall,2025-11-11
Waterproof Hiking Boots,Apparel,4596.32,2200,4546.36,1,4596.32,60.0,Fall,2025-11-11
UltraHD 4K Smart TV,Electronics,43867.69,32000,43483.29,5,219338.45,97.0,Fall,2025-11-12
Wireless Noise-Canceling Headphones,Electronics,7650.02,4500,8173.06,3,22950.06,178.0,Fall,2025-11-12
Classic Denim Jacket,Apparel,2523.7,1200,2375.46,6,15142.2,371.0,Fall,2025-11-12
Ergonomic Office Chair,Home Goods,10992.85,6000,10317.98,7,76949.95,112.0,Fall,2025-11-12
Ceramic Essential Oil Diffuser,Home Goods,1843.72,800,1987.12,9,16593.48,225.0,Fall,2025-11-12
Wireless Noise-Canceling Headphones,Electronics,7764.97,4500,8396.62,8,62119.76,170.0,Fall,2025-11-13
Ceramic Essential Oil Diffuser,Home Goods,1851.73,800,1936.17,6,11110.38,228.0,Fall,2025-11-13
UltraHD 4K Smart TV,Electronics,45157.61,32000,43234.02,2,90315.22,96.0,Fall,2025-11-14
Wireless Noise-Canceling Headphones,Electronics,8228.08,4500,8264.84,4,32912.32,171.0,Fall,2025-11-14
Classic Denim Jacket,Apparel,2389.04,1200,2398.29,4,9556.16,378.0,Fall,2025-11-14
Waterproof Hiking Boots,Apparel,4619.0,2200,4666.04,2,9238.0,66.0,Fall,2025-11-14
Ergonomic Office Chair,Home Goods,10625.44,6000,10214.79,5,53127.2,107.0,Fall,2025-11-14
Ceramic Essential Oil Diffuser,Home Goods,1829.56,800,2009.54,5,9147.8,225.0,Fall,2025-11-14
UltraHD 4K Smart TV,Electronics,44051.34,32000,43822.91,8,352410.72,97.0,Fall,2025-11-15
Wireless Noise-Canceling Headphones,Electronics,7885.51,4500,8104.09,4,31542.04,174.0,Fall,2025-11-15
Waterproof Hiking Boots,Apparel,4686.2,2200,4870.26,4,18744.8,71.0,Fall,2025-11-15
Ergonomic Office Chair,Home Goods,10748.65,6000,10274.7,1,10748.65,110.0,Fall,2025-11-15
UltraHD 4K Smart TV,Electronics,46479.92,32000,43962.05,8,371839.36,94.0,Fall,2025-11-16
Waterproof Hiking Boots,Apparel,4482.83,2200,4667.86,6,26896.98,73.0,Fall,2025-11-16
Ergonomic Office Chair,Home Goods,11191.01,6000,10230.57,3,33573.03,113.0,Fall,2025-11-16
Ceramic Essential Oil Diffuser,Home Goods,1843.31,800,2006.62,6,11059.86,224.0,Fall,2025-11-16
Wireless Noise-Canceling Headphones,Electronics,8033.1,4500,8098.47,3,24099.3,180.0,Fall,2025-11-17
Classic Denim Jacket,Apparel,2401.34,1200,2346.69,9,21612.06,378.0,Fall,2025-11-17
Waterproof Hiking Boots,Apparel,4385.41,2200,4533.71,6,26312.46,69.0,Fall,2025-11-17
Ergonomic Office Chair,Home Goods,11274.33,6000,10560.41,8,90194.64,,Fall,2025-11-17
Ceramic Essential Oil Diffuser,Home Goods,1807.36,800,1980.64,1,1807.36,224.0,Fall,2025-11-17
UltraHD 4K Smart TV,Electronics,45210.08,32000,44768.46,1,45210.08,97.0,Fall,2025-11-18
Wireless Noise-Canceling Headphones,Electronics,7869.77,4500,7965.7,1,7869.77,185.0,Fall,2025-11-18
Classic Denim Jacket,Apparel,2566.2,1200,2434.35,1,2566.2,383.0,Fall,2025-11-18
Waterproof Hiking Boots,Apparel,4283.16,2200,4810.08,11,47114.76,68.0,Fall,2025-11-18
Ergonomic Office Chair,Home Goods,11066.75,6000,10607.88,8,88534.0,102.0,Fall,2025-11-18
UltraHD 4K Smart TV,Electronics,46512.53,32000,45644.14,9,418612.77,90.0,Fall,2025-11-19
Wireless Noise-Canceling Headphones,Electronics,7828.41,4500,8220.71,3,23485.23,184.0,Fall,2025-11-19
Ergonomic Office Chair,Home Goods,10533.27,6000,10405.77,8,84266.16,95.0,Fall,2025-11-19
UltraHD 4K Smart TV,Electronics,43051.38,32000,45843.37,10,430513.8,87.0,Fall,2025-11-20
Classic Denim Jacket,Apparel,2537.08,1200,2318.23,2,5074.16,386.0,Fall,2025-11-20
Waterproof Hiking Boots,Apparel,4723.73,2200,4722.21,3,14171.19,67.0,Fall,2025-11-20
Ergonomic Office Chair,Home Goods,11252.16,6000,10591.06,6,67512.96,92.0,Fall,2025-11-20
Ceramic Essential Oil Diffuser,Home Goods,1840.09,800,1974.45,2,3680.18,222.0,Fall,2025-11-20
UltraHD 4K Smart TV,Electronics,45593.95,32000,43059.52,7,319157.65,88.0,Fall,2025-11-21
Wireless Noise-Canceling Headphones,Electronics,7940.86,4500,8231.51,7,55586.02,186.0,Fall,2025-11-21
Waterproof Hiking Boots,Apparel,4368.26,2200,4780.18,8,34946.08,70.0,Fall,2025-11-21
Ergonomic Office Chair,Home Goods,11429.45,6000,10709.98,1,11429.45,97.0,Fall,2025-11-21
Ceramic Essential Oil Diffuser,Home Goods,1787.97,800,1992.79,6,10727.82,220.0,Fall,2025-11-21
UltraHD 4K Smart TV,Electronics,43454.15,32000,44407.16,6,260724.9,89.0,Fall,2025-11-22
Wireless Noise-Canceling Headphones,Electronics,7748.3,4500,8265.45,2,15496.6,195.0,Fall,2025-11-22
Ergonomic Office Chair,Home Goods,11093.13,6000,10192.27,3,33279.39,103.0,Fall,2025-11-22
Ceramic Essential Oil Diffuser,Home Goods,1882.53,800,1939.25,6,11295.18,222.0,Fall,2025-11-22
UltraHD 4K Smart TV,Electronics,46975.81,32000,44985.49,1,46975.81,99.0,Fall,2025-11-23
Wireless Noise-Canceling Headphones,Electronics,7822.77,4500,8301.49,8,62582.16,192.0,Fall,2025-11-23
Classic Denim Jacket,Apparel,2569.2,1200,2461.76,7,17984.4,385.0,Fall,2025-11-23
Waterproof Hiking Boots,Apparel,4314.77,2200,4774.8,1,4314.77,80.0,Fall,2025-11-23
Ergonomic Office Chair,Home Goods,10960.39,6000,10301.76,5,54801.95,100.0,Fall,2025-11-23
UltraHD 4K Smart TV,Electronics,46611.54,32000,45510.23,9,419503.86,97.0,Fall,2025-11-24
Wireless Noise-Canceling Headphones,Electronics,8011.36,4500,8354.97,7,56079.52,192.0,Fall,2025-11-24
Classic Denim Jacket,Apparel,2398.58,1200,2447.62,1,2398.58,389.0,Fall,2025-11-24
Waterproof Hiking Boots,Apparel,4277.57,2200,4687.15,1,4277.57,81.0,Fall,2025-11-25
Ergonomic Office Chair,Home Goods,10846.47,6000,10738.34,5,54232.35,97.0,Fall,2025-11-25
Ceramic Essential Oil Diffuser,Home Goods,1713.09,800,2014.99,1,1713.09,224.0,Fall,2025-11-25
UltraHD 4K Smart TV,Electronics,46517.04,32000,44925.51,3,139551.12,96.0,Fall,2025-11-26
Wireless Noise-Canceling Headphones,Electronics,8291.55,4500,8257.03,9,74623.95,186.0,Fall,2025-11-26
Ergonomic Office Chair,Home Goods,11228.14,6000,10406.95,4,44912.56,95.0,Fall,2025-11-26
UltraHD 4K Smart TV,Electronics,44421.69,32000,44921.96,5,222108.45,,Fall,2025-11-27
Wireless Noise-Canceling Headphones,Electronics,7995.32,4500,8436.85,4,31981.28,187.0,Fall,2025-11-27
Classic Denim Jacket,Apparel,2388.34,1200,2391.31,2,4776.68,397.0,Fall,2025-11-27
Waterproof Hiking Boots,Apparel,4442.91,2200,4866.08,6,26657.46,86.0,Fall,2025-11-27
Ergonomic Office Chair,Home Goods,11209.97,6000,10665.59,8,89679.76,92.0,Fall,2025-11-27
Ceramic Essential Oil Diffuser,Home Goods,1738.12,800,1971.21,5,8690.6,219.0,Fall,2025-11-27
UltraHD 4K Smart TV,Electronics,45923.13,32000,44340.41,1,45923.13,93.0,Fall,2025-11-28
Wireless Noise-Canceling Headphones,Electronics,8223.28,4500,8271.96,8,65786.24,184.0,Fall,2025-11-28
Classic Denim Jacket,Apparel,2602.55,1200,2426.69,2,5205.1,399.0,Fall,2025-11-28
Ergonomic Office Chair,Home Goods,10536.41,6000,10702.07,8,84291.28,94.0,Fall,2025-11-28
Ceramic Essential Oil Diffuser,Home Goods,1715.71,800,1938.04,1,1715.71,221.0,Fall,2025-11-28
Classic Denim Jacket,Apparel,2427.81,1200,2469.7,8,19422.48,401.0,Fall,2025-11-29
Ergonomic Office Chair,Home Goods,11332.9,6000,10917.68,4,45331.6,94.0,Fall,2025-11-29
UltraHD 4K Smart TV,Electronics,47130.22,32000,44375.43,5,235651.1,91.0,Fall,2025-11-30
Wireless Noise-Canceling Headphones,Electronics,7948.31,4500,8131.75,1,7948.31,192.0,Fall,2025-11-30
Waterproof Hiking Boots,Apparel,4448.52,2200,4538.71,2,8897.04,94.0,Fall,2025-11-30
Ergonomic Office Chair,Home Goods,10745.42,6000,10164.82,4,42981.68,94.0,Fall,2025-11-30
Ceramic Essential Oil Diffuser,Home Goods,1887.35,800,1897.9,8,15098.8,220.0,Fall,2025-11-30
UltraHD 4K Smart TV,Electronics,43450.07,32000,43457.89,11,477950.77,87.0,Winter,2025-12-01
Wireless Noise-Canceling Headphones,Electronics,7805.17,4500,8105.09,6,46831.02,190.0,Winter,2025-12-01
Classic Denim Jacket,Apparel,2599.56,1200,2453.15,5,12997.8,403.0,Winter,2025-12-01
Waterproof Hiking Boots,Apparel,4312.23,2200,4694.19,13,56058.99,,Winter,2025-12-01
Ergonomic Office Chair,Home Goods,11334.19,6000,10195.2,5,56670.95,98.0,Winter,2025-12-01
Ceramic Essential Oil Diffuser,Home Goods,1735.93,800,1969.34,8,13887.44,212.0,Winter,2025-12-01
UltraHD 4K Smart TV,Electronics,47179.06,32000,44128.72,9,424611.54,87.0,Winter,2025-12-02
Wireless Noise-Canceling Headphones,Electronics,7891.05,4500,7997.12,13,102583.65,178.0,Winter,2025-12-02
Classic Denim Jacket,Apparel,2569.26,1200,2469.54,7,17984.82,402.0,Winter,2025-12-02
Waterproof Hiking Boots,Apparel,4619.32,2200,4865.6,9,41573.88,83.0,Winter,2025-12-02
Ergonomic Office Chair,Home Goods,11171.66,6000,10550.05,5,55858.3,95.0,Winter,2025-12-02
Ceramic Essential Oil Diffuser,Home Goods,1731.06,800,1996.76,9,15579.54,209.0,Winter,2025-12-02
UltraHD 4K Smart TV,Electronics,46181.01,32000,43168.57,1,46181.01,86.0,Winter,2025-12-03
Wireless Noise-Canceling Headphones,Electronics,8054.18,4500,8252.03,9,72487.62,172.0,Winter,2025-12-03
Ceramic Essential Oil Diffuser,Home Goods,1733.7,800,2005.33,6,10402.2,205.0,Winter,2025-12-03
UltraHD 4K Smart TV,Electronics,43572.77,32000,45659.53,9,392154.93,82.0,Winter,2025-12-04
Classic Denim Jacket,Apparel,2410.75,1200,2375.91,3,7232.25,408.0,Winter,2025-12-04
Waterproof Hiking Boots,Apparel,4314.16,2200,4721.35,9,38827.44,77.0,Winter,2025-12-04
Ergonomic Office Chair,Home Goods,10692.55,6000,10263.29,4,42770.2,97.0,Winter,2025-12-04
Ceramic Essential Oil Diffuser,Home Goods,1845.3,800,1969.26,2,3690.6,203.0,Winter,2025-12-04
UltraHD 4K Smart TV,Electronics,46126.2,32000,43261.29,1,46126.2,81.0,Winter,2025-12-05
Wireless Noise-Canceling Headphones,Electronics,7675.02,4500,8190.9,3,23025.06,179.0,Winter,2025-12-05
Classic Denim Jacket,Apparel,2447.87,1200,2343.85,7,17135.09,405.0,Winter,2025-12-05
Waterproof Hiking Boots,Apparel,4617.26,2200,4570.09,3,13851.78,79.0,Winter,2025-12-05
Ergonomic Office Chair,Home Goods,11106.6,6000,10919.63,2,22213.2,96.0,Winter,2025-12-05
Ceramic Essential Oil Diffuser,Home Goods,1715.48,800,1903.89,8,13723.84,195.0,Winter,2025-12-05
UltraHD 4K Smart TV,Electronics,45518.08,32000,45961.76,7,318626.56,80.0,Winter,2025-12-06
Wireless Noise-Canceling Headphones,Electronics,7822.78,4500,8431.56,14,109518.92,170.0,Winter,2025-12-06
Ceramic Essential Oil Diffuser,Home Goods,1770.48,800,1944.65,10,17704.8,193.0,Winter,2025-12-06
UltraHD 4K Smart TV,Electronics,46900.65,32000,45196.42,11,515907.15,78.0,Winter,2025-12-07
Wireless Noise-Canceling Headphones,Electronics,8200.62,4500,7954.32,1,8200.62,169.0,Winter,2025-12-07
Classic Denim Jacket,Apparel,2544.35,1200,2412.63,6,15266.1,406.0,Winter,2025-12-07
Waterproof Hiking Boots,Apparel,4304.77,2200,4519.2,5,21523.85,79.0,Winter,2025-12-07
Ergonomic Office Chair,Home Goods,10761.08,6000,10431.61,8,86088.64,88.0,Winter,2025-12-07
Ceramic Essential Oil Diffuser,Home Goods,1762.88,800,1878.47,8,14103.04,196.0,Winter,2025-12-07
UltraHD 4K Smart TV,Electronics,45690.23,32000,43404.62,3,137070.69,80.0,Winter,2025-12-08
Ergonomic Office Chair,Home Goods,10759.78,6000,10889.22,4,43039.12,93.0,Winter,2025-12-08
Wireless Noise-Canceling Headphones,Electronics,8392.09,4500,8076.59,4,33568.36,172.0,Winter,2025-12-09
Classic Denim Jacket,Apparel,2587.38,1200,2321.09,7,18111.66,399.0,Winter,2025-12-09
Ergonomic Office Chair,Home Goods,10859.76,6000,10860.05,9,97737.84,91.0,Winter,2025-12-09
Ceramic Essential Oil Diffuser,Home Goods,1737.09,800,2023.02,11,19107.99,186.0,Winter,2025-12-09
UltraHD 4K Smart TV,Electronics,42772.62,32000,42933.94,13,556044.06,76.0,Winter,2025-12-10
Wireless Noise-Canceling Headphones,Electronics,7818.43,4500,7988.24,12,93821.16,164.0,Winter,2025-12-10
Classic Denim Jacket,Apparel,2610.38,1200,2454.57,3,7831.14,407.0,Winter,2025-12-10
Ergonomic Office Chair,Home Goods,11238.83,6000,10799.15,2,22477.66,92.0,Winter,2025-12-10
UltraHD 4K Smart TV,Electronics,44094.86,32000,43101.12,8,352758.88,76.0,Winter,2025-12-11
Waterproof Hiking Boots,Apparel,4663.41,2200,4821.26,8,37307.28,71.0,Winter,2025-12-11
Ergonomic Office Chair,Home Goods,11200.37,6000,10877.92,4,44801.48,96.0,Winter,2025-12-11
Ceramic Essential Oil Diffuser,Home Goods,1730.98,800,1957.28,1,1730.98,195.0,Winter,2025-12-11
UltraHD 4K Smart TV,Electronics,46048.5,32000,45064.83,3,138145.5,77.0,Winter,2025-12-12
Classic Denim Jacket,Apparel,2539.26,1200,2476.49,2,5078.52,414.0,Winter,2025-12-12
Waterproof Hiking Boots,Apparel,4279.86,2200,4822.78,9,38518.74,71.0,Winter,2025-12-12
Ergonomic Office Chair,Home Goods,10960.38,6000,10179.72,5,54801.9,95.0,Winter,2025-12-12
Ceramic Essential Oil Diffuser,Home Goods,1817.07,800,1987.26,3,5451.21,202.0,Winter,2025-12-12
UltraHD 4K Smart TV,Electronics,43214.69,32000,43334.19,11,475361.59,71.0,Winter,2025-12-13
Wireless Noise-Canceling Headphones,Electronics,8234.86,4500,7892.85,7,57644.02,164.0,Winter,2025-12-13
Classic Denim Jacket,Apparel,2387.59,1200,2314.13,1,2387.59,419.0,Winter,2025-12-13
Waterproof Hiking Boots,Apparel,4720.24,2200,4727.99,14,66083.36,66.0,Winter,2025-12-13
Ergonomic Office Chair,Home Goods,11355.91,6000,10769.38,6,68135.46,91.0,Winter,2025-12-13
Ceramic Essential Oil Diffuser,Home Goods,1775.26,800,1997.69,1,1775.26,206.0,Winter,2025-12-13
UltraHD 4K Smart TV,Electronics,43131.1,32000,44381.43,9,388179.9,64.0,Winter,2025-12-14
Wireless Noise-Canceling Headphones,Electronics,7904.79,4500,8402.31,9,71143.11,165.0,Winter,2025-12-14
